CustomerID,Age,Gender,Annual_Income,Spending_Score,Location,Loyalty_Status,Preferred_Shopping_Channel
193,50,Female,44657,52,CityA,0,In-store
194,18,Male,78473,50,CityA,1,Online
195,44,Female,41365,60,CityA,1,Online
196,69,Other,105374,18,CityC,0,In-store
197,30,Male,107793,53,CityB,0,In-store
198,58,Female,72156,58,CityC,0,In-store
199,20,Other,75330,29,CityC,1,In-store
200,56,Other,42145,25,CityE,1,Online
201,23,Other,33705,22,CityE,0,Online
202,25,Other,35724,27,CityD,1,Online
203,44,Other,67635,31,CityE,0,Online
204,26,Male,54036,23,CityB,0,Online
205,54,Other,101594,23,CityC,1,In-store
206,50,Other,24715,77,CityC,1,In-store
207,68,Female,38800,96,CityB,1,In-store
208,59,Male,29464,40,CityE,0,Online
209,61,Other,84080,89,CityE,1,In-store
210,41,Female,79482,73,CityC,1,Online
211,32,Male,69018,56,CityD,0,Online
212,49,Male,106852,39,CityC,0,Online
213,49,Other,35249,43,CityD,0,Online
214,41,Male,32627,84,CityD,0,Online
215,58,Female,88164,24,CityC,0,Online
216,69,Male,92741,80,CityA,0,In-store
217,66,Other,82952,96,CityA,1,Online
218,66,Other,51762,56,CityD,0,Online
219,69,Female,35214,33,CityD,1,Online
220,29,Male,115346,80,CityD,1,Online
221,56,Female,116401,49,CityC,0,In-store
222,19,Male,80853,81,CityD,0,Online
223,20,Male,62660,58,CityD,1,Online
224,66,Male,32399,42,CityC,1,In-store
225,54,Male,114456,27,CityC,0,Online
226,66,Other,73744,7,CityE,1,Online
227,34,Other,76716,55,CityB,1,In-store
228,66,Female,57963,84,CityE,0,Online
229,19,Male,25741,20,CityA,0,In-store
230,19,Female,39068,71,CityE,1,In-store
231,45,Female,70436,47,CityB,0,In-store
232,40,Other,32906,18,CityA,1,In-store
233,54,Female,81362,94,CityB,0,In-store
234,49,Female,65842,99,CityA,1,Online
235,50,Female,95720,2,CityE,0,Online
236,18,Male,79162,15,CityE,0,In-store
237,36,Male,108574,93,CityC,1,Online
238,19,Female,60245,75,CityD,1,In-store
239,61,Female,104524,89,CityB,0,In-store
240,43,Male,107819,65,CityD,1,In-store
241,49,Male,93480,76,CityD,0,Online
242,23,Female,118869,23,CityA,1,Online
243,49,Female,86661,3,CityE,0,Online
244,21,Male,103609,92,CityD,1,In-store
245,28,Male,39867,55,CityC,1,Online
246,34,Male,20656,36,CityB,1,In-store
247,55,Male,34332,10,CityA,1,In-store
248,41,Female,60429,16,CityB,0,In-store
249,22,Male,24114,74,CityE,0,In-store
250,69,Male,45432,98,CityD,1,Online
251,51,Male,87879,52,CityB,0,Online
252,23,Other,75593,67,CityB,0,In-store
253,39,Other,109394,3,CityB,1,In-store
254,28,Male,62611,59,CityD,0,In-store
255,65,Female,32222,13,CityE,0,In-store
256,33,Male,80461,20,CityD,1,In-store
257,50,Male,78130,60,CityD,0,Online
258,26,Male,99988,68,CityE,0,Online
259,23,Male,117466,83,CityB,0,In-store
260,33,Other,104303,99,CityA,1,Online
261,46,Male,33336,8,CityE,1,Online
262,20,Male,25712,53,CityA,0,In-store
263,37,Other,91624,88,CityD,1,In-store
264,53,Male,56059,50,CityD,0,In-store
265,36,Female,57918,88,CityD,1,Online
266,43,Other,60948,65,CityD,0,Online
267,20,Male,51987,35,CityC,0,In-store
268,36,Female,27878,34,CityC,1,Online
269,37,Male,119053,98,CityD,1,Online
270,49,Male,52099,29,CityD,0,In-store
271,24,Female,56808,45,CityA,0,In-store
272,69,Female,22123,6,CityC,1,In-store
273,58,Female,87555,59,CityE,1,Online
274,50,Male,34234,100,CityD,1,In-store
275,57,Female,61889,69,CityB,0,In-store
276,56,Female,53151,53,CityB,1,Online
277,35,Male,32121,72,CityC,0,Online
278,57,Male,61855,82,CityD,1,Online
279,18,Male,42421,8,CityA,1,Online
280,28,Male,83828,48,CityC,1,In-store
281,45,Other,101990,73,CityD,0,In-store
282,42,Male,77253,28,CityD,0,In-store
283,67,Female,32541,80,CityD,0,Online
284,40,Female,36966,36,CityE,0,Online
285,48,Male,52030,47,CityD,1,In-store
286,47,Female,79812,41,CityB,0,In-store
287,59,Female,20235,61,CityC,1,In-store
288,52,Other,104255,7,CityD,0,In-store
289,24,Other,41447,33,CityE,0,In-store
290,33,Male,87021,94,CityD,1,In-store
291,43,Other,93422,21,CityB,1,In-store
292,65,Female,23006,88,CityC,1,Online
293,69,Male,57008,57,CityC,0,In-store
294,66,Male,103256,80,CityA,1,Online
295,19,Female,59313,91,CityC,1,In-store
296,18,Female,112222,16,CityA,0,In-store
297,65,Female,91001,46,CityE,1,Online
298,29,Female,44015,3,CityE,1,In-store
299,22,Other,39621,92,CityD,0,In-store
300,54,Female,69765,20,CityA,1,Online
301,49,Male,27940,39,CityA,1,Online
302,26,Other,79832,74,CityD,0,Online
303,58,Male,88817,90,CityC,1,In-store
304,52,Female,64342,65,CityD,1,Online
305,36,Female,95943,52,CityA,0,In-store
306,65,Male,39679,85,CityB,0,In-store
307,33,Male,74222,76,CityD,0,Online
308,20,Female,32889,72,CityE,1,In-store
309,37,Other,59657,96,CityE,0,In-store
310,41,Female,79761,46,CityB,0,In-store
311,50,Other,112796,51,CityB,1,In-store
312,41,Female,79278,63,CityA,0,In-store
313,69,Other,103237,31,CityA,0,Online
314,28,Female,76889,44,CityC,0,Online
315,66,Male,117643,16,CityC,0,Online
316,25,Male,56624,96,CityB,1,Online
317,53,Female,28964,39,CityE,0,In-store
318,55,Female,92957,16,CityA,1,Online
319,57,Other,74192,93,CityE,0,Online
320,37,Other,87805,80,CityE,1,In-store
321,52,Female,99660,7,CityB,0,Online
322,65,Other,96847,44,CityB,0,In-store
323,42,Male,20059,60,CityD,1,In-store
324,52,Male,109811,30,CityB,1,In-store
325,42,Female,71977,76,CityD,1,Online
326,46,Male,79896,58,CityE,1,In-store
327,35,Other,41758,6,CityD,1,Online
328,63,Female,91237,39,CityC,0,In-store
329,35,Male,105594,35,CityD,0,In-store
330,19,Female,76232,48,CityE,0,In-store
331,52,Male,42878,3,CityA,0,Online
332,33,Male,52121,93,CityA,0,In-store
333,58,Male,20912,70,CityC,1,Online
334,53,Male,83918,95,CityE,0,Online
335,50,Female,42405,16,CityD,1,In-store
336,21,Male,72453,71,CityC,1,In-store
337,50,Male,98694,92,CityE,0,Online
338,31,Male,73632,40,CityE,1,In-store
339,38,Female,102539,96,CityE,0,In-store
340,65,Male,64196,75,CityD,0,In-store
341,37,Male,36011,15,CityB,0,In-store
342,25,Male,88484,32,CityC,1,Online
343,24,Female,57314,94,CityC,0,Online
344,20,Male,26886,90,CityB,1,In-store
345,34,Male,89634,2,CityA,0,Online
346,50,Female,46627,99,CityC,0,Online
347,65,Other,58532,55,CityB,0,Online
348,29,Female,69769,19,CityA,1,In-store
349,68,Other,85302,40,CityC,0,Online
350,39,Other,24131,97,CityE,1,Online
351,39,Other,105607,15,CityA,1,In-store
352,63,Other,114728,92,CityE,0,In-store
353,47,Other,106251,85,CityB,1,In-store
354,55,Female,85912,57,CityD,1,In-store
355,55,Male,32879,35,CityC,0,Online
356,62,Female,50814,90,CityB,0,In-store
357,68,Female,44211,53,CityC,0,In-store
358,25,Male,47807,47,CityC,1,In-store
359,44,Male,66876,74,CityE,0,Online
360,44,Female,27599,29,CityC,0,Online
361,51,Female,53136,41,CityC,0,Online
362,38,Female,44740,54,CityD,1,Online
363,47,Female,43129,1,CityB,1,In-store
364,50,Male,88165,31,CityA,0,In-store
365,45,Other,27241,81,CityD,1,Online
366,64,Female,58975,34,CityD,0,Online
367,50,Other,117852,56,CityC,1,Online
368,22,Other,109998,19,CityD,0,In-store
369,65,Female,37428,75,CityB,1,Online
370,36,Female,58191,93,CityB,1,Online
371,21,Male,101685,38,CityA,1,In-store
372,52,Other,44088,24,CityE,0,In-store
373,66,Female,33856,34,CityA,0,Online
374,34,Female,46230,54,CityD,0,Online
375,61,Male,60313,65,CityA,0,Online
376,45,Female,74307,28,CityD,1,In-store
377,47,Other,59934,93,CityE,0,Online
378,46,Female,55269,42,CityB,0,In-store
379,63,Female,81619,64,CityB,0,In-store
380,23,Male,26675,16,CityE,0,Online
381,52,Other,116965,29,CityA,0,Online
382,58,Other,118682,2,CityC,0,Online
383,54,Other,62634,67,CityB,1,Online
384,41,Female,59288,48,CityD,0,Online
385,46,Female,106263,90,CityB,0,Online
386,66,Female,66312,39,CityD,0,In-store
387,63,Other,94966,10,CityC,0,Online
388,48,Other,118372,70,CityA,1,In-store
389,52,Other,64510,56,CityA,0,In-store
390,50,Other,65298,28,CityB,1,Online
391,69,Female,89494,41,CityC,0,In-store
392,38,Male,48738,23,CityD,1,Online
393,49,Other,49982,55,CityA,1,In-store
394,40,Male,48216,1,CityA,0,Online
395,50,Other,78972,53,CityD,0,In-store
396,20,Male,111809,91,CityD,1,In-store
397,35,Male,65918,39,CityB,1,Online
398,42,Male,119660,75,CityA,0,Online
399,59,Female,118603,15,CityD,1,In-store
400,48,Male,41358,69,CityD,1,In-store
401,20,Female,67231,59,CityA,0,In-store
402,57,Male,73371,92,CityA,1,Online
403,63,Female,38549,60,CityD,1,Online
404,41,Other,106637,64,CityA,0,In-store
405,67,Other,107704,40,CityB,0,In-store
406,49,Male,74493,80,CityC,0,In-store
407,64,Female,96880,36,CityD,1,Online
408,39,Other,62433,86,CityB,1,In-store
409,40,Female,119663,47,CityA,1,In-store
410,19,Female,67637,22,CityA,1,In-store
411,44,Other,96661,23,CityB,1,Online
412,59,Female,20098,13,CityC,1,In-store
413,19,Female,84065,97,CityC,0,Online
414,43,Female,96504,71,CityB,1,In-store
415,34,Other,94265,89,CityB,1,Online
416,57,Female,37515,69,CityD,0,Online
417,50,Other,78171,43,CityC,0,In-store
418,26,Female,55573,60,CityC,0,In-store
419,60,Female,40640,63,CityA,0,In-store
420,65,Other,115601,20,CityC,1,Online
421,56,Other,82840,80,CityD,1,Online
422,46,Female,23031,87,CityA,0,Online
423,59,Female,106807,36,CityE,1,In-store
424,43,Male,91338,15,CityC,0,In-store
425,52,Female,36743,40,CityC,1,In-store
426,67,Other,73046,40,CityB,1,Online
427,42,Female,87652,72,CityE,0,In-store
428,41,Male,81624,100,CityC,1,In-store
429,30,Female,62713,79,CityC,0,Online
430,24,Male,93537,72,CityE,0,Online
431,53,Other,107691,87,CityC,1,In-store
432,62,Other,79746,51,CityC,0,In-store
433,37,Female,45898,13,CityB,0,Online
434,18,Male,31126,75,CityD,0,In-store
435,25,Other,51932,43,CityC,1,In-store
436,63,Female,27522,97,CityD,1,In-store
437,33,Other,60604,71,CityD,0,Online
438,31,Female,101717,20,CityE,0,In-store
439,29,Male,117247,46,CityD,0,In-store
440,68,Female,104344,35,CityC,1,Online
441,40,Other,59247,86,CityD,1,In-store
442,32,Female,32837,37,CityC,1,In-store
443,45,Other,44496,61,CityA,0,In-store
444,51,Male,91220,36,CityA,0,Online
445,19,Other,27021,10,CityA,1,In-store
446,49,Other,52465,89,CityB,0,Online
447,40,Male,47976,66,CityD,0,In-store
448,39,Male,104672,2,CityC,0,Online
449,68,Female,27795,74,CityC,1,Online
450,42,Male,23482,56,CityD,1,In-store
451,39,Other,87830,42,CityB,0,In-store
452,39,Female,103827,75,CityB,1,Online
453,66,Male,46731,72,CityE,1,In-store
454,69,Other,47792,1,CityB,1,In-store
455,59,Male,36766,36,CityE,1,Online
456,23,Other,50089,69,CityA,0,Online
457,32,Male,97622,20,CityD,1,Online
458,60,Female,97534,72,CityD,0,Online
459,54,Female,63609,40,CityB,1,Online
460,50,Female,97635,11,CityA,0,In-store
461,25,Other,35823,19,CityC,0,Online
462,61,Female,59227,13,CityE,0,In-store
463,61,Female,82656,13,CityE,0,In-store
464,22,Female,33174,60,CityE,0,Online
465,56,Other,63106,14,CityC,1,In-store
466,21,Female,113262,62,CityC,1,In-store
467,23,Female,30860,35,CityD,0,In-store
468,62,Male,80151,47,CityD,1,In-store
469,49,Other,26857,96,CityE,1,In-store
470,69,Female,70501,61,CityB,1,Online
471,47,Female,61302,35,CityB,0,Online
472,64,Female,34489,13,CityA,1,In-store
473,52,Male,67108,3,CityD,0,In-store
474,57,Male,102583,18,CityC,1,Online
475,69,Male,52204,52,CityE,0,In-store
476,33,Female,70125,17,CityE,0,Online
477,30,Other,78962,72,CityE,1,Online
478,67,Other,25121,13,CityB,0,Online
479,59,Male,111376,4,CityA,0,Online
480,47,Female,23225,75,CityD,0,Online
481,36,Other,62090,29,CityA,1,In-store
482,34,Female,72638,78,CityB,0,Online
483,36,Male,74686,99,CityE,0,Online
484,45,Male,49587,40,CityC,1,In-store
485,43,Female,55610,36,CityD,0,Online
486,54,Other,35207,16,CityB,1,In-store
487,43,Other,110986,1,CityE,0,Online
488,40,Male,56597,89,CityB,1,Online
489,26,Female,90909,28,CityB,0,Online
490,29,Male,80589,55,CityC,0,Online
491,18,Other,29613,100,CityA,1,Online
492,18,Female,80520,85,CityB,0,Online
493,64,Female,115045,78,CityE,0,Online
494,51,Male,80028,85,CityE,0,In-store
495,49,Female,90603,57,CityE,0,In-store
496,65,Female,119206,72,CityD,0,Online
497,42,Female,61208,9,CityB,1,Online
498,57,Female,34265,49,CityA,0,In-store
499,62,Male,73922,37,CityA,0,Online
500,18,Female,35013,24,CityE,1,In-store
501,33,Other,74087,76,CityB,0,In-store
502,56,Male,96649,45,CityC,1,In-store
503,22,Female,82409,23,CityC,1,In-store
504,39,Male,88688,55,CityC,0,Online
505,46,Other,49238,30,CityD,0,Online
506,20,Female,34501,18,CityB,1,In-store
507,29,Female,101117,90,CityB,0,Online
508,43,Male,37700,13,CityC,0,Online
509,33,Male,78650,47,CityD,1,Online
510,68,Male,88123,33,CityC,1,In-store
511,54,Male,32525,28,CityA,1,Online
512,39,Male,94241,78,CityC,1,In-store
513,46,Female,117656,60,CityA,0,Online
514,31,Male,114958,35,CityB,0,Online
515,45,Male,54874,81,CityC,1,In-store
516,22,Male,107710,28,CityA,0,Online
517,64,Other,79137,35,CityE,1,Online
518,66,Female,62331,95,CityA,0,Online
519,47,Male,46916,52,CityC,1,Online
520,63,Female,82524,15,CityC,1,Online
521,69,Female,112998,78,CityB,1,In-store
522,22,Male,111198,91,CityA,1,Online
523,29,Other,42905,39,CityA,1,In-store
524,33,Other,98796,95,CityD,0,In-store
525,43,Female,79614,35,CityB,0,In-store
526,43,Male,66243,3,CityD,1,Online
527,65,Female,47614,35,CityD,0,In-store
528,38,Female,116926,66,CityC,1,Online
529,56,Male,41437,98,CityE,1,Online
530,53,Other,88623,61,CityC,0,In-store
531,50,Female,79959,61,CityD,1,In-store
532,47,Female,49308,47,CityC,0,Online
533,54,Female,22517,24,CityE,0,Online
534,40,Female,93736,58,CityE,0,Online
535,27,Female,91892,61,CityD,0,Online
536,22,Male,102609,92,CityD,1,In-store
537,53,Other,46669,70,CityD,1,In-store
538,51,Male,116846,44,CityD,1,Online
539,69,Male,29862,93,CityB,0,In-store
540,48,Male,90445,3,CityE,0,Online
541,27,Other,42624,80,CityC,1,In-store
542,36,Male,64357,60,CityD,1,In-store
543,49,Other,95415,79,CityD,0,Online
544,18,Female,33849,19,CityE,0,In-store
545,22,Female,27943,92,CityD,0,Online
546,62,Male,60999,24,CityA,1,In-store
547,21,Female,70374,39,CityB,1,In-store
548,33,Female,25469,88,CityE,1,Online
549,41,Female,22290,82,CityE,1,Online
550,33,Male,108250,15,CityB,0,In-store
551,19,Male,52468,85,CityC,1,In-store
552,66,Other,83886,47,CityD,1,In-store
553,45,Female,25459,83,CityE,1,Online
554,49,Male,109441,11,CityB,1,In-store
555,44,Female,82571,48,CityB,0,In-store
556,37,Male,84523,44,CityC,1,In-store
557,41,Other,118181,14,CityD,1,Online
558,29,Other,110152,58,CityB,0,In-store
559,67,Male,90555,97,CityC,1,Online
560,52,Female,89272,80,CityE,1,In-store
561,50,Other,22534,11,CityE,0,Online
562,50,Male,109972,100,CityC,0,Online
563,68,Other,52919,22,CityC,1,Online
564,60,Male,57404,59,CityB,0,Online
565,54,Other,39612,70,CityA,0,Online
566,29,Male,105629,34,CityB,1,In-store
567,20,Other,103979,57,CityB,0,In-store
568,18,Other,57383,27,CityD,0,In-store
569,50,Male,94674,7,CityA,1,In-store
570,57,Other,78414,70,CityC,0,In-store
571,27,Male,107597,12,CityA,1,In-store
572,60,Other,21153,17,CityA,0,Online
573,61,Other,109447,73,CityA,1,In-store
574,46,Male,56981,43,CityB,1,In-store
575,30,Other,35535,18,CityB,1,In-store
576,29,Other,47441,71,CityD,0,Online
577,48,Male,97342,68,CityB,0,Online
578,63,Female,51169,98,CityE,1,Online
579,19,Male,71504,6,CityD,0,Online
580,68,Female,97520,59,CityD,1,In-store
581,67,Other,109896,12,CityE,0,In-store
582,52,Female,43307,80,CityE,0,In-store
583,40,Female,22165,83,CityA,1,In-store
584,34,Male,62485,7,CityE,0,In-store
585,43,Female,104098,30,CityE,0,Online
586,25,Female,32056,100,CityE,1,Online
587,46,Other,99996,70,CityE,1,Online
588,43,Male,101175,17,CityC,0,In-store
589,27,Male,86087,11,CityE,0,In-store
590,43,Female,89122,38,CityA,0,In-store
591,51,Other,76383,6,CityB,1,In-store
592,68,Male,37888,49,CityA,1,In-store
593,58,Other,113717,53,CityD,0,In-store
594,24,Female,21680,98,CityD,0,Online
595,21,Female,24264,53,CityC,0,Online
596,67,Male,36691,6,CityE,1,In-store
597,62,Female,96419,62,CityA,1,In-store
598,28,Other,59288,10,CityD,0,Online
599,46,Other,83027,69,CityC,0,Online
600,53,Female,30385,47,CityB,0,Online
601,42,Female,43172,7,CityB,0,Online
602,38,Other,103919,71,CityE,0,Online
603,53,Female,81515,34,CityD,1,Online
604,27,Female,78913,37,CityC,1,Online
605,54,Female,26696,7,CityE,1,Online
606,26,Other,27938,30,CityE,0,Online
607,41,Female,66379,92,CityB,0,Online
608,52,Other,91867,20,CityD,0,In-store
609,66,Male,40609,59,CityA,1,Online
610,52,Female,29772,100,CityA,1,Online
611,65,Female,45826,5,CityA,1,Online
612,53,Female,56871,4,CityE,0,Online
613,35,Male,116313,38,CityB,1,In-store
614,66,Female,118866,36,CityA,0,Online
615,56,Other,102871,47,CityB,1,Online
616,49,Female,96247,72,CityB,1,Online
617,41,Other,44676,93,CityB,1,In-store
618,40,Other,112669,71,CityD,0,In-store
619,49,Other,58038,51,CityE,1,Online
620,54,Other,56117,89,CityA,1,Online
621,29,Other,64865,32,CityA,0,In-store
622,66,Female,104744,19,CityA,0,Online
623,30,Female,49078,16,CityA,1,In-store
624,40,Female,102200,45,CityE,0,Online
625,42,Other,29173,5,CityB,1,Online
626,52,Male,82824,42,CityD,1,In-store
627,58,Female,80590,68,CityC,1,In-store
628,47,Female,96858,39,CityC,0,Online
629,34,Female,111233,7,CityC,0,Online
630,66,Other,45299,33,CityD,1,Online
631,37,Female,35027,38,CityE,0,In-store
632,65,Other,76208,51,CityD,0,Online
633,42,Female,63431,15,CityB,1,In-store
634,39,Female,105019,36,CityC,0,In-store
635,30,Other,29213,42,CityB,1,In-store
636,36,Other,114760,51,CityA,0,In-store
637,66,Female,48238,18,CityA,0,Online
638,53,Other,110696,54,CityB,0,In-store
639,29,Other,94757,99,CityD,1,In-store
640,58,Other,78261,88,CityC,0,Online
641,36,Male,74272,83,CityE,1,Online
642,29,Other,22533,64,CityE,0,Online
643,26,Other,111903,46,CityC,1,In-store
644,24,Male,105530,11,CityB,1,In-store
645,45,Other,55936,98,CityA,1,In-store
646,31,Male,90699,79,CityE,0,Online
